អាហ្វ្រិក	Afrique
ទំព័រគំរូ:អត្ថន័យដទៃទៀត	Modèle:Voir homonymes
ទំព័រគំរូ:ទិន្នន័យប្រទេស សហភាពសូវៀត	Modèle:Country data Union soviétique
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសឥណ្ឌា	Modèle:Country data Inde
ទំព័រគំរូ:Language with name	Modèle:Langue avec nom
ទំព័រគំរូ:Rellink	Modèle:Rellink
ទំព័រគំរូ:Navbox subgroup	Modèle:Méta palette de navigation sous-groupe
ទំព័រគំរូ:Birth year and age	Modèle:Date de naissance
ទំព័រគំរូ:List of African capitals	Modèle:Palette Capitales d'Afrique
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ក្រុមជនជាតិ	Modèle:Infobox Groupe ethnique
ទំព័រគំរូ:Archive box	Modèle:Archives
ទំព័រគំរូ:MONTHNAME	Modèle:MONTHNAME
វិគីភីឌា:Text of GNU Free Documentation License	Wikipédia:Licence de documentation libre GNU
ទំព័រគំរូ:Sisterlinks	Modèle:Autres projets
ទំព័រគំរូ:ទិន្នន័យប្រទេស អង់ដូរ៉ា	Modèle:Country data Andorre
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន តំបន់ការពារ	Modèle:Infobox Aire protégée
ទំព័រគំរូ:Border	Modèle:Bordure
ទំព័រគំរូ:ទិន្នន័យប្រទេស ព័រទុយហ្គាល់	Modèle:Country data Portugal
ទំព័រគំរូ:Death date and age	Modèle:Date de décès
ទំព័រគំរូ:MONTHNUMBER	Modèle:MONTHNUMBER
ចំណាត់ថ្នាក់ក្រុម:People stubs	Catégorie:Wikipédia:ébauche personne
ទំព័រគំរូ:Top icon	Modèle:Icône de titre
ចំណាត់ថ្នាក់ក្រុម:Template:Country data templates	Catégorie:Modèle Country data
ទំព័រគំរូ:Birth category header	Modèle:Naissance
ចំណាត់ថ្នាក់ក្រុម:ជ័យលាភីរង្វាន់ណូបែល ផ្នែករូបវិទ្យា	Catégorie:Lauréat du prix Nobel de physique
ចំណាត់ថ្នាក់ក្រុម:ជ័យលាភីរង្វាន់ណូបែល ផ្នែកគីមីវិទ្យា	Catégorie:Lauréat du prix Nobel de chimie
ទំព័រគំរូ:Navbox with collapsible groups	Modèle:Méta palette de navigation sous-liste
ទំព័រគំរូ:GeoGroup	Modèle:GeoGroup
ទំព័រគំរូ:ទិន្នន័យប្រទេស ចិន	Modèle:Country data Chine
ទំព័រគំរូ:Wikify	Modèle:À wikifier
ទំព័រគំរូ:ទិន្នន័យ នៃ ប្រទេស អង់គ្លេស	Modèle:Country data Angleterre
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអៀរឡង់	Modèle:Country data République d'Irlande
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសទួរគី	Modèle:Country data Turquie
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសស្វីស	Modèle:Country data Suisse
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសហ្វីលីពីន	Modèle:Country data Philippines
ទំព័រគំរូ:Hidden begin	Modèle:Boîte déroulante/début
ទំព័រគំរូ:ParmPart	Modèle:ParmPart
ទំព័រគំរូ:Army	Modèle:Armée de terre
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសម៉ាឡេស៊ី	Modèle:Country data Malaisie
ទំព័រគំរូ:ទិន្នន័យប្រទេស អាមេនី	Modèle:Country data Arménie
ទំព័រគំរូ:Infobox OS	Modèle:Infobox Système d'exploitation
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសតៃវ៉ាន់	Modèle:Country data Taïwan
ទំព័រគំរូ:ទិន្នន័យប្រទេស វៀតណាមខាងត្បូង	Modèle:Country data Viêt Nam du Sud
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសឈីលី	Modèle:Country data Chili
ទំព័រគំរូ:ទិន្នន័យប្រទេស លីបង់	Modèle:Country data Liban
ទំព័រគំរូ:ទិន្នន័យប្រទេស ចិនតៃប៉ិ	Modèle:Country data Taïpei chinois
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន សៀវភៅ	Modèle:Infobox Livre
ទំព័រគំរូ:Tlc	Modèle:Tlc
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន ភព	Modèle:Infobox Planète
ទំព័រគំរូ:Compact periodic table	Modèle:Tableau périodique (navigation)
ទំព័រគំរូ:Lang-fa	Modèle:Lang-fa
ទំព័រគំរូ:ICD10	Modèle:ICD10
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសម៉ាឡេស៊ី	Modèle:Malaisie
ទំព័រគំរូ:Infobox website	Modèle:Infobox Site web
ទំព័រគំរូ:Globalize	Modèle:Internationaliser
ទំព័រគំរូ:Image label end	Modèle:Image label fin
ទំព័រគំរូ:Documentation subpage	Modèle:Sous-page de documentation
ទំព័រគំរូ:Uncategorized	Modèle:À catégoriser
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសឥណ្ឌូនេស៊ី	Modèle:Indonésie
ទំព័រគំរូ:Talk header for guidelines	Modèle:En-tête de page de discussion
ទំព័រគំរូ:Quote box	Modèle:Encadré texte
ទំព័រគំរូ:CcTLD	Modèle:Palette Domaines de premier niveau nationaux d'Internet
ទំព័រគំរូ:Oldid	Modèle:Permalien
ទំព័រគំរូ:List of Asian capitals by region	Modèle:Palette Capitales d'Asie
ទំព័រគំរូ:ប្រអប់ព័ត៌មានទីកន្លែងកេរដំណែលពិភពលោក	Modèle:Infobox Patrimoine mondial
ទំព័រគំរូ:Str len	Modèle:Str len
ទំព័រគំរូ:Purge	Modèle:Purger le cache
ទំព័រគំរូ:Lang-de	Modèle:Lang-de
ទំព័រគំរូ:Lang-la	Modèle:Lang-la
ទំព័រគំរូ:'	Modèle:'
ទំព័រគំរូ:Location map USA	Modèle:Géolocalisation/États-Unis (Mainland)
ទំព័រគំរូ:Lang-el	Modèle:Lang-el
ទំព័រគំរូ:Chessgames player	Modèle:Chessgames joueur
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសអារ៉ាប៊ីសាអូឌីត	Modèle:Arabie saoudite
ទំព័រគំរូ:User page	Modèle:Page personnelle
ទំព័រគំរូ:DE	Modèle:Allemagne
ទំព័រគំរូ:Infobox Christian leader	Modèle:Infobox Prélat catholique
ទំព័រគំរូ:User	Modèle:U
ទំព័រគំរូ:Spoken Wikipedia	Modèle:Article audio
ទំព័រគំរូ:University-stub	Modèle:Ébauche/paramètres université
ទំព័រគំរូ:វិគីភីឌាភាសា	Modèle:Palette Wikipédia
ទំព័រគំរូ:Clarify	Modèle:Pas clair
ទំព័រគំរូ:Refimprove	Modèle:À sourcer
ទំព័រគំរូ:Lorem ipsum	Modèle:Lorem ipsum
ទំព័រគំរូ:ស្នើសុំប្ដូរឈ្មោះ	Modèle:Renommer mon compte
ទំព័រគំរូ:Image label small	Modèle:Image label small
ទំព័រគំរូ:Featured article candidates	Modèle:Portail potentiellement de qualité
ទំព័រគំរូ:Nihongo	Modèle:Japonais
ទំព័រគំរូ:User fr-3	Modèle:Utilisateur fr-3
ទំព័រគំរូ:Th icon	Modèle:Th
ទំព័រគំរូ:Notelist	Modèle:Notelist
ទំព័រគំរូ:S-ttl	Modèle:S-ttl
ទំព័រគំរូ:Infobox former country	Modèle:Infobox Ancienne entité territoriale
ទំព័រគំរូ:IPA-en	Modèle:API-en
ទំព័រគំរូ:JPN	Modèle:Japon
ទំព័រគំរូ:ASIN	Modèle:ASIN
ជំនួយ:តារាង	Aide:Tableau
ទំព័រគំរូ:User wikipedia/Checkuser	Modèle:Utilisateur Wikipédia:Checkuser
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសប៉ាគីស្ថាន	Modèle:Pakistan
ទំព័រគំរូ:Age in days nts	Modèle:Age en jours
ទំព័រគំរូ:S-bef	Modèle:S-bef
ទំព័រគំរូ:Nations at the 2008 Summer Olympics	Modèle:Palette Délégations aux Jeux olympiques d'été de 2008
ទំព័រគំរូ:Guideline	Modèle:Recommandation
ទំព័រគំរូ:JULIANDAY	Modèle:JULIANDAY
ទំព័រគំរូ:Disagree	Modèle:Contre
ទំព័រគំរូ:DNB portal	Modèle:DNB
ទំព័រគំរូ:Talkarchive	Modèle:Archive de discussion
ទំព័រគំរូ:Lt	Modèle:Lt
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសអ៊ីរ៉ង់	Modèle:Iran
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហ្សកដង់	Modèle:Jordanie
ទំព័រគំរូ:Bibleverse	Modèle:Bibleverse
ទំព័រគំរូ:Infobox historical event	Modèle:Infobox Événement historique
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសហុងកុង	Modèle:Hong Kong
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសកូរ៉េខាងជើង	Modèle:Corée du Nord
ទំព័រគំរូ:Infobox continent	Modèle:Infobox Continent
ទំព័រគំរូ:Date	Modèle:Date
ទំព័រគំរូ:BHU	Modèle:Bhoutan
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសសិង្ហបុរី	Modèle:Singapour
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសឥណ្ឌា	Modèle:Inde
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសម៉ាកាវ	Modèle:Macao
ទំព័រគំរូ:សបា្ដហ៍	Modèle:Palette Jours de la semaine
ទំព័រគំរូ:To do	Modèle:À faire
ទំព័រគំរូ:CURRENTJULIANDAY	Modèle:CURRENTJULIANDAY
ចំណាត់ថ្នាក់ក្រុម:User ja-N	Catégorie:Utilisateur ja-M
ទំព័រគំរូ:PDFlink	Modèle:Pdf
ទំព័រគំរូ:Ca icon	Modèle:Ca
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសអាល្លឺម៉ងខាងកើត	Modèle:Country data Allemagne de l'Ouest
ទំព័រគំរូ:Lang-ru	Modèle:Lang-ru
ទំព័រគំរូ:Infobox saint	Modèle:Infobox Saint
ទំព័រគំរូ:URL	Modèle:URL
ទំព័រគំរូ:Hidden end	Modèle:Boîte déroulante/fin
ទំព័រគំរូ:ណែនាំ	Modèle:Homonymie
ទំព័រគំរូ:ទិន្នន័យ នៃប្រទេសហុងកុង	Modèle:Country data Hong Kong
ទំព័រគំរូ:DEFAULTSORT	Modèle:DEFAULTSORT
ទំព័រគំរូ:Copy to Wiktionary	Modèle:Pour Wiktionnaire
ទំព័រគំរូ:No	Modèle:Pas fait.
ចំណាត់ថ្នាក់ក្រុម:ទំព័រគំរូ ប្រអប់ព័ត៌មាន	Catégorie:Modèle infobox
ចំណាត់ថ្នាក់ក្រុម:Lists of flags	Catégorie:Liste de drapeaux
ទំព័រគំរូ:Topic	Modèle:Terme défini
ទំព័រគំរូ:ទិន្នន័យប្រទេស Nazi Germany	Modèle:Country data Allemagne nazie
ចំណាត់ថ្នាក់ក្រុម:ហិរញ្ញវត្ថុសាធារណៈ	Catégorie:Finances publiques
ចំណាត់ថ្នាក់ក្រុម:អ្នកថតរូប	Catégorie:Photographie
ទំព័រគំរូ:Contains Japanese text	Modèle:Unicode japonais
ទំព័រគំរូ:Para	Modèle:Para
ចំណាត់ថ្នាក់ក្រុម:យន្តហោះយោធា	Catégorie:Avion militaire
ទំព័រគំរូ:Death year and age	Modèle:Année de décès et âge
ទំព័រគំរូ:LAO	Modèle:Laos
ទំព័រគំរូ:User zh-min-nan	Modèle:Utilisateur zh-min-nan
ទំព័រគំរូ:User zh-min-nan-1	Modèle:Utilisateur zh-min-nan-1
ទំព័រគំរូ:GRC	Modèle:Grèce
ទំព័រគំរូ:PRT	Modèle:Portugal
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសបង់ក្លាដែស្ស	Modèle:Bangladesh
ទំព័រគំរូ:States of Austria	Modèle:Palette Länder Autriche
ទំព័រគំរូ:For	Modèle:Autre
ទំព័រគំរូ:Ifsubst	Modèle:Ifsubst
ទំព័រគំរូ:Caution	Modèle:Attention
ចំណាត់ថ្នាក់ក្រុម:អង្គការមិនរកប្រាក់កំរៃ	Catégorie:Organisme sans but lucratif
ទំព័រគំរូ:High-risk	Modèle:Inclusion
ទំព័រគំរូ:Lang-uk	Modèle:Lang-uk
ទំព័រគំរូ:Contains Chinese text	Modèle:Unicode chinois
ទំព័រគំរូ:KHM	Modèle:Cambodge
ទំព័រគំរូ:ប្រអប់ព័ត៌មាន អង្គការ	Modèle:Infobox Organisation
ទំព័រគំរូ:MNE	Modèle:Monténégro
ទំព័រគំរូ:Category TOC	Modèle:Boîte des catégories
ទំព័រគំរូ:Resize	Modèle:Resize
ទំព័រគំរូ:IPA-fr	Modèle:API-fr
ទំព័រគំរូ:Lang-nl	Modèle:En néerlandais
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសមីយ៉ាន់ម៉ា	Modèle:Birmanie
ទំព័រគំរូ:Lang-id	Modèle:Lang-id
ទំព័រគំរូ:GSE	Modèle:GEs
ទំព័រគំរូ:MONTHDAYS	Modèle:MONTHDAYS
ទំព័រគំរូ:ទិន្នន័យ​នៃប្រទេសកូរ៉េខាងត្បូង	Modèle:Corée du Sud
