Afríka	Afrique
Eva Braun	Eva Braun
Dopplerhrif	Effet Doppler
Áttundakerfi	Système octal
Kirsten Dunst	Kirsten Dunst
Rainer Maria Rilke	Rainer Maria Rilke
Michael Ende	Michael Ende
Karl Jaspers	Karl Jaspers
Carl Vogt	Carl Vogt
Rudolf Carnap	Rudolf Carnap
Carl Gustav Jacob Jacobi	Charles Gustave Jacob Jacobi
Maístöng	Arbre de mai
Talningarfræði	Combinatoire
Frank-Walter Steinmeier	Frank-Walter Steinmeier
Friedrich Fröbel	Friedrich Fröbel
Simon Marius	Simon Marius
Claudia Schiffer	Claudia Schiffer
Heinz-Harald Frentzen	Heinz-Harald Frentzen
Athanasius Kircher	Athanasius Kircher
Ferdinand Cohn	Ferdinand Julius Cohn
Max Delbrück	Max Delbrück
Emil Kraepelin	Emil Kraepelin
Ulrich Beck	Ulrich Beck
Gustav Fechner	Gustav Fechner
Kerósín	Kérosène
Róbert Rínarfursti	Rupert du Rhin
Rudolf Franz Ferdinand Höss	Rudolf Höss
Félagsheimili	Centre social
Friðrik 3. af Saxlandi	Frédéric III de Saxe
Berta af Hollandi	Berthe de Hollande
Margarete Buber-Neumann	Margarete Buber-Neumann
Friedrich Julius Rosenbach	Anton Julius Friedrich Rosenbach
Diðrik Píning	Didrik Pining
Roland Schimmelpfennig	Roland Schimmelpfennig
August Immanuel Bekker	Immanuel Bekker
Edith Hamilton	Edith Hamilton
Peter Melander	Peter Melander
Jan Valtin	Jan Valtin
Johann Gottfried Jakob Hermann	Gottfried Hermann
Ludwig Friedländer	Ludwig Friedländer
Adolf Kirchhoff	Adolf Kirchhoff
Herbert Bloch	Herbert Bloch
Georg Anton Friedrich Ast	Georg Anton Friedrich Ast
Hans Talhoffer	Hans Talhoffer
Theodor Escherich	Theodor Escherich
Johann Bayer	Johann Bayer
Vilhjálmur þögli	Guillaume Ier d'Orange-Nassau
Joseph Schumpeter	Joseph Schumpeter
Niki Lauda	Niki Lauda
Stefan Zweig	Stefan Zweig
Arthur Koestler	Arthur Koestler
Paul Feyerabend	Paul Feyerabend
Alois Hitler	Alois Hitler
Christina Stürmer	Christina Stürmer
Kolyma (fljót)	Kolyma (fleuve)
Einkímblöðungar	Monocotylédone
Pelópsskagi	Péloponnèse
Rafmagnsgítar	Guitare électrique
Napóleonsstyrjaldirnar	Guerres napoléoniennes
Pieter Zeeman	Pieter Zeeman
Gata	Rue
Superman	Superman
Köngulóarmaðurinn	Spider-Man
Ametýst	Améthyste
Kambríumtímabilið	Cambrien
Fáni Vatíkansins	Drapeau du Vatican
New Line Cinema	New Line Cinema
Eslöv	Eslöv
Google Play	Google Play
3G	3G
LTE	LTE (réseaux mobiles)
Netbólan	Bulle Internet
Miðgarður (Tolkien)	Terre du Milieu
Kerti	Bougie
1231-1240	Années 1230
Blóðvökvi	Plasma sanguin
Fáveldi	Oligarchie
Loftvog	Baromètre
John Milton	John Milton
427 f.Kr.	427 av. J.-C.
Wikipedia:Tillögur að úrvalsgreinum	Wikipédia:Articles de qualité/Propositions
Wikipedia:Tillögur að gæðagreinum	Wikipédia:Bons articles/Propositions
Vinir	Friends
Friðrik barbarossa	Frédéric Barberousse
Wikipedia:Merkisáfangar	Wikipédia:Annonces
Mislingar	Rougeole
Vélþýðing	Traduction automatique
Naggrísir	Cavia porcellus
Constanţa	Constanța
Kannabis	Cannabis
1391-1400	Années 1390
261 f.Kr.	261 av. J.-C.
305 f.Kr.	305 av. J.-C.
Sólvindur	Vent solaire
Southampton	Southampton
Sólbaugur	Écliptique
HM 2014	Coupe du monde de football de 2014
Konungar Frakklands	Liste des monarques de France
Reiði	Colère
Hlutbundin forritun	Programmation orientée objet
Ísis	Isis
Debrecen	Debrecen
Hormússund	Détroit d'Ormuz
Finnsk-úgrísk tungumál	Langues finno-ougriennes
Blindraletur	Braille
Skipting ríkisvaldsins	Séparation des pouvoirs
J. D. Salinger	J. D. Salinger
Rússneska borgarastyrjöldin	Guerre civile russe
1131-1140	Années 1130
Hulduefni	Matière noire
Frymisnet	Réticulum endoplasmique
Frjóduft	Pollen
335 f.Kr.	335 av. J.-C.
Ómanflói	Golfe d'Oman
Wikipedia:Sannreynanleikareglan	Wikipédia:Vérifiabilité
Gullna hirðin	Horde d'or
Hryðjuverkin í Noregi 2011	Attentats de 2011 en Norvège
Emma Goldman	Emma Goldman
Jakob 6. Skotakonungur	Jacques VI et Ier
1361-1370	Années 1360
1271-1280	Années 1270
Jose Mourinho	José Mourinho
Íðnet	Ethernet
Christchurch	Christchurch
Ósonlagið	Couche d'ozone
Coronel Fabriciano	Coronel Fabriciano
Kontrabassi	Contrebasse
Rof	Érosion
Alexander I	Alexandre Ier (pape)
Ávísun	Chèque
Prison Break	Prison Break
Al Capone	Al Capone
Sonnetta	Sonnet
Nóbelsverðlaun í lífeðlis- og læknisfræði	Prix Nobel de physiologie ou médecine
Elias Canetti	Elias Canetti
Drekaflugur	Anisoptera
Megan Fox	Megan Fox
Tákn	Symbole
Babsk	Babsk
Hugvísindi	Lettres (culture)
Heildun	Intégration (mathématiques)
Fáni Kanada	Drapeau du Canada
Expressjónismi	Expressionnisme
Rækjur	Caridea
Nürnberg-réttarhöldin	Procès de Nuremberg
Póker	Poker
Dímítríj Sjostakovítsj	Dmitri Chostakovitch
Emily Brontë	Emily Brontë
Hattur	Chapeau
Simpansi	Chimpanzé
338 f.Kr.	338 av. J.-C.
Árhringjatímatal	Dendrochronologie
Joseph-Louis Lagrange	Joseph-Louis Lagrange
Flaska	Bouteille
Víóla	Alto (instrument à cordes)
Forboðna borgin	Cité interdite
Sellulósi	Cellulose
Englafossar	Salto Ángel
Korn (hljómsveit)	Korn
Halldór Laxness	Halldór Laxness
Enska borgarastyrjöldin	Première Révolution anglaise
Bengal	Bengale
Ólympusfjall (Grikklandi)	Mont Olympe
Hvalháfur	Requin-baleine
Períkles	Périclès
Julianne Moore	Julianne Moore
Nelly Furtado	Nelly Furtado
Anna Akmatova	Anna Akhmatova
Kletus	Anaclet
Mangar	Herpestidae
Gavrilo Princip	Gavrilo Princip
Alla Pugachova	Alla Pougatcheva
Gondvana	Gondwana
Arthur Miller	Arthur Miller
Anaxímenes	Anaximène
Edvard Grieg	Edvard Grieg
Snið:Manntegundir	Modèle:Tableau Histoire Hominines
Spænska heimsveldið	Empire espagnol
Genasamsæta	Allèle
Dínamít	Dynamite
Tenzing Norgay	Tensing Norgay
Charlton Heston	Charlton Heston
1191-1200	Années 1190
1181-1190	Années 1180
Sólúr	Cadran solaire
Spútnik 1	Spoutnik 1
Harry Potter og Fönixreglan	Harry Potter et l'Ordre du phénix
Samrás	Circuit intégré
Yfirnáttúrleiki	Surnaturel
Adenósínþrífosfat	Adénosine triphosphate
Azumanga Daioh	Azumanga daioh
Skæruhernaður	Guérilla
KGB	KGB
Harmleikur	Tragédie
John Travolta	John Travolta
Aprílgabb	Poisson d'avril
Svante August Arrhenius	Svante August Arrhenius
Búfjárrækt	Élevage
Bógó-indversk vörn	Défense Bogo-indienne
Tómhyggja	Nihilisme
Morgunmatur	Déjeuner
Bhopal	Bhopal
Hugbúnaðarverkfræði	Génie logiciel
Fullorðinn einstaklingur	Adulte
Ríkharður 2. Englandskonungur	Richard II
Áa	Owen (Bade-Wurtemberg)
Mælskufræði	Rhétorique
Fjöður	Plume
Hringrás vatns	Cycle de l'eau
Charleroi	Charleroi
Óveður	Tempête
Aðalritari Sameinuðu þjóðanna	Secrétaire général des Nations unies
Fallbyssa	Canon (artillerie)
Vatnakarpi	Carpe commune
Norðvesturleiðin	Passage du Nord-Ouest
Olomouc	Olomouc
Sinnepsgas	Gaz moutarde
Baffinsland	Île de Baffin
Alkul	Zéro absolu
469 f.Kr.	469 av. J.-C.
Kjarneðlisfræði	Physique nucléaire
1021-1030	Années 1020
1061-1070	Années 1060
Fenjakrókódíll	Crocodile des marais
Búrhvalur	Grand cachalot
Michael Shanks	Michael Shanks
Morfín	Morphine
Siemens AG	Siemens
Hraðbanki	Guichet automatique bancaire
Sólfarsvindar	Régime de brise
Karl Popper	Karl Popper
1211-1220	Années 1210
1351-1360	Années 1350
Ekra (mælieining)	Acre (unité)
Öryggis- og samvinnustofnun Evrópu	Organisation pour la sécurité et la coopération en Europe
Greenpeace	Greenpeace
Harrison Ford	Harrison Ford
1311-1320	Années 1310
1261-1270	Années 1260
1221-1230	Années 1220
1011-1020	Années 1010
Tugakerfi	Système décimal
Kjúklingabaun	Pois chiche
Vörpudrif	Distorsion (Star Trek)
Akapúlkó	Acapulco
Alkenar	Alcène
TCP/IP	Suite des protocoles Internet
Walt Whitman	Walt Whitman
Aldous Huxley	Aldous Huxley
Ångström	Ångström
Spínat	Épinard
Türk Telekom Arena	Türk Telekom Arena
Keltahaf	Mer Celtique
Karl 1. Englandskonungur	Charles Ier (roi d'Angleterre)
Alpakka	Alpaga
Pascal (forritunarmál)	Pascal (langage)
Sigdalurinn mikli	Vallée du grand rift
Akabaflói	Golfe d'Aqaba
Fort-de-France	Fort-de-France
Telesfórus	Télesphore (pape)
Mercedes-Benz CLS	Mercedes-Benz Classe CLS
Fáni Ástralíu	Drapeau de l'Australie
François Mauriac	François Mauriac
Da Vinci lykillinn (bók)	Da Vinci Code
Fjárhirðir	Berger
429 f.Kr.	429 av. J.-C.
Slesía	Silésie
Murasaki Shikibu	Murasaki Shikibu
Þúsaldarmarkmið Sameinuðu þjóðanna	Objectifs du millénaire pour le développement
Galdur	Magie (surnaturel)
Sígild eðlisfræði	Physique classique
Anton Bruckner	Anton Bruckner
1421-1430	Années 1420
Akhenaten	Akhenaton
Skyndibiti	Restauration rapide
Loftþrýstingur	Pression atmosphérique
Kjötæta	Carnivore (régime alimentaire)
Gaffall	Fourchette
Santos	Santos
Ajax Amsterdam	Ajax Amsterdam
Smokkfiskar	Calmar
Eislingen	Eislingen
Royan	Royan
Fjölgervi	Allotropie
Mataráhöld	Ménagère (couverts)
Matarprjónar	Baguettes (couverts asiatiques)
Semball	Clavecin
Boulogne-sur-Mer	Boulogne-sur-Mer
Orðflokkur	Nature (grammaire)
George Berkeley	George Berkeley
NASDAQ	NASDAQ
Týros	Tyr
Sam Worthington	Sam Worthington
Ian Fleming	Ian Fleming
Temuco	Temuco
Kaupmáttarjöfnuður	Parité de pouvoir d'achat
Matvæla- og landbúnaðarstofnun Sameinuðu þjóðanna	Organisation des Nations unies pour l'alimentation et l'agriculture
450 f.Kr.	450 av. J.-C.
Mata Hari	Mata Hari
La Rochelle	La Rochelle
Hande Yener	Hande Yener
Hvati	Catalyse
Hálfapar	Strepsirrhini
1171-1180	Années 1170
1081-1090	Années 1080
1001-1010	Années 1000
1301-1310	Années 1300
1331-1340	Années 1330
Framsund	Détroit de Fram
Vetrarólympíuleikarnir	Jeux olympiques d'hiver
Brandenborgarhliðið	Porte de Brandebourg
E (stærðfræðilegur fasti)	E (nombre)
Setberg	Roche sédimentaire
Sankt Pölten	Sankt Pölten
Sex Pistols	Sex Pistols
Línuleg algebra	Algèbre linéaire
Núningskraftur	Frottement
Létteind	Lepton
Tölvunarfræðingur	Informaticien
Eldland	Terre de Feu
Hönnun	Design
Krakatá	Krakatoa
Blóðþrýstingur	Pression artérielle
Stríð Íraks og Írans	Guerre Iran-Irak
Ástand stofns	Statut de conservation
María 1. Englandsdrottning	Marie Ire (reine d'Angleterre)
Haka	Menton (partie du visage)
The Bold and the Beautiful	Amour, Gloire et Beauté
Eneas	Énée
Heimskautarefur	Renard polaire
Skanni	Scanner (informatique)
Tölvuskrá	Fichier informatique
1091-1100	Années 1090
Olsztyn	Olsztyn
Kanji	Kanji
Plinius eldri	Pline l'Ancien
Nafn	Nom
Hvirfilpunktur	Zénith (astronomie)
Sextánundakerfi	Système hexadécimal
1381-1390	Années 1380
Alvar Aalto	Alvar Aalto
Listi yfir þjóðhöfðingja Englands	Liste des monarques d'Angleterre
Sokotra	Socotra
Langafasta	Carême
Saparmyrat Nyýazow	Saparmyrat Nyýazow
Joseph Conrad	Joseph Conrad
Kóralhaf	Mer de Corail
Katakana	Katakana
1241-1250	Années 1240
1291-1300	Années 1290
Tölustafur	Chiffre
Rúnir	Rune
Antonio Gramsci	Antonio Gramsci
David Villa	David Villa
Aðventa	Avent
1451-1460	Années 1450
Gregoríus 13. páfi	Grégoire XIII
Upphrópun	Interjection
Salvatore Quasimodo	Salvatore Quasimodo
Anaxagóras	Anaxagore
1111-1120	Années 1110
1161-1170	Années 1160
1251-1260	Années 1250
Petronas-turnarnir	Tours Petronas
Leicester	Leicester
Stríð Sovétmanna í Afganistan	Guerre d'Afghanistan (1979-1989)
Stórsveppir	Champignon
Möndulvelta	Précession des équinoxes
Taípei 101	Taipei 101
2 Girls 1 Cup	2 Girls 1 Cup
6 mR	6 Metre
Kassavarót	Manioc
Tower-brúin	Tower Bridge
Afríkukeppni landsliða í knattspyrnu	Coupe d'Afrique des nations de football
Norski fáninn	Drapeau de la Norvège
Kúlombskraftur	Loi de Coulomb (électrostatique)
Jacques-Louis David	Jacques-Louis David
Afríkukeppnin 2010	Coupe d'Afrique des nations de football 2010
Jean Cocteau	Jean Cocteau
Prómeþeifur	Prométhée
Vefur Karlottu 2: Ævintýri Wilburs	Le Petit Monde de Charlotte 2
Afríska þjóðarráðið	Congrès national africain
Srinivasa Ramanujan	Srinivasa Ramanujan
Breska Austur-Indíafélagið	Compagnie britannique des Indes orientales
Múskat (krydd)	Noix de muscade
Afrískur svartviður	Dalbergia melanoxylon
Eugenio Montale	Eugenio Montale
Afsjálfgun	Dépersonnalisation
Almere	Almere
Þak	Toit
Golgiflétta	Appareil de Golgi
Afskautun	Dépolarisation
Rómeó og Júlía	Roméo et Juliette
B1-vítamín	Vitamine B1
Afstæðishyggja	Relativisme
Salat	Laitue cultivée
Andefni	Antimatière
Samtök hlutlausra ríkja	Mouvement des non-alignés
Kentári	Centaure
Krossgáta	Mots croisés
Kandela	Candela
Lögmál Keplers	Lois de Kepler
Miðlífsöld	Mésozoïque
Asklepios	Asclépios
Orrustan við Hastings	Bataille d'Hastings
Kiruna	Kiruna
Braga	Braga
413 f.Kr.	413 av. J.-C.
Grand Theft Auto: San Andreas	Grand Theft Auto: San Andreas
Vuvuzela	Vuvuzela
Glæpur	Crime
Knattspyrnusamband Asíu	Confédération asiatique de football
Breski fáninn	Drapeau du Royaume-Uni
Svampur Sveinsson	Bob l'éponge
Selena Gomez	Selena Gomez
Þruma	Tonnerre
Efnaflokkur	Groupe du tableau périodique
Ráðherra	Ministre
Johann Strauss II	Johann Strauss II
Húsamús	Mus musculus
Persaveldi (aðgreining)	Perse
Bab-el-Mandeb	Bab-el-Mandeb
Taugaveiki	Fièvre typhoïde
Saltpéturssýra	Acide nitrique
Giacomo Casanova	Giacomo Casanova
Nanak	Guru Nanak
Áburður	Engrais
Pamela Anderson	Pamela Anderson
Béla Bartók	Béla Bartók
Rafeindarvolt	Électron-volt
Leysibóla	Lysosome
James D. Watson	James Dewey Watson
1341-1350	Années 1340
Robin Williams	Robin Williams
Kristalskjár	Écran à cristaux liquides
Umskurður	Circoncision
1321-1330	Années 1320
1071-1080	Années 1070
1201-1210	Années 1200
1281-1290	Années 1280
Steindafræði	Minéralogie
Schengen-samstarfið	Convention de Schengen
Origami	Origami
James Dean	James Dean
Grænmetishyggja	Végétarisme
Tanakh	Tanakh
Raunhyggja	Empirisme
Jarðskjálftafræði	Sismologie
Bolsévikar	Bolcheviks
Empedókles	Empédocle
Romm	Rhum
1141-1150	Années 1140
Eleanor Roosevelt	Eleanor Roosevelt
Heroes	Heroes
Timişoara	Timișoara
Spartacus	Spartacus
Mons	Mons
Cary Grant	Cary Grant
Normannar	Normands
Megadeth	Megadeth
Kántrítónlist	Musique country
1441-1450	Années 1440
John Terry	John Terry (football)
Old Trafford	Old Trafford
Ólympískar lyftingar	Haltérophilie
Veigrunarorð	Euphémisme
Judas Priest	Judas Priest
Goshver	Geyser
Grúpa	Groupe (mathématiques)
Nándarstaða og firðstaða	Apsides
Ígulker	Echinoidea
Mesut Özil	Mesut Özil
Gary Oldman	Gary Oldman
Fylkið	Matrix
Kerberos	Cerbère
Rushmore-fjall	Mont Rushmore
Aleksandr Prokhorov	Alexandre Mikhaïlovitch Prokhorov
Efnaverkfræði	Génie chimique
Marattaveldið	Empire marathe
Jahangir	Jahângîr
Shah Jahan	Shâh Jahân
Nora	Nora
Avesta	Avesta (municipalité)
Tumba	Tumba (Botkyrka)
Malmberget	Malmberget
Ealing	Ealing
Skjár	Screen
Berbrjósta	Seins nus
Ben Shenkman	Ben Shenkman
Sassanídar	Sassanides
Bakskautslampi	Tube cathodique
Jawi	Jawi
Þróun mannsins	Histoire évolutive des homininés
Hórus	Horus
Gouda	Gouda
Heilakúpudýr	Craniata
Natascha Kampusch	Natascha Kampusch
Veronica Lake	Veronica Lake
Ludwig von Mises	Ludwig von Mises
Peter L. Berger	Peter L. Berger
Himinhvolfshnitakerfi	Système de coordonnées célestes
Ofviðrið	La Tempête (Shakespeare)
Alexander Litvinenko	Alexandre Litvinenko
Handrit	Manuscrit
Stóru vötnin	Grands Lacs (Afrique)
Póllandsbolti	Polandball
Aftur til framtíðar	Retour vers le futur
Opole	Opole
Flokkur:Strikamerki	Catégorie:Code-barres
Snið:Bókaheimild	Modèle:Ouvrage
FLCL	FLCL
Sid Meier	Sid Meier
Paul Baran	Paul Baran
Peter Naur	Peter Naur
Lísa í Undralandi	Les Aventures d'Alice au pays des merveilles
John Backus	John Backus
Claude Shannon	Claude Shannon
Sergey Brin	Sergueï Brin
Ólífuolía	Huile d'olive
Milan Kundera	Milan Kundera
Gaia	Gaïa
Selevkídaveldið	Séleucides
Ehud Olmert	Ehud Olmert
Teikning	Dessin
Errol Flynn	Errol Flynn
Egg (matvæli)	Œuf (cuisine)
Kynjamismunun	Sexisme
Túlipani	Tulipe
Heimildarmynd	Documentaire
Stiklutexti	Hypertexte
Litlu-Antillaeyjar	Petites Antilles
Eiði	Isthme
Blágerlar	Cyanobacteria
Sjómíla	Mille marin
Chrzanów	Chrzanów
Juan Perón	Juan Perón
Appalachiafjöll	Appalaches
Íslenski fáninn	Drapeau de l'Islande
Miles Davis	Miles Davis
Hornafall	Fonction trigonométrique
Mostar	Mostar
Strönd	Côte (géographie)
F. Scott Fitzgerald	F. Scott Fitzgerald
Seamus Heaney	Seamus Heaney
Flå	Flå
Friedrich Waismann	Friedrich Waismann
Gary Michael Heidnik	Gary M. Heidnik
Tannhirða	Brossage des dents
Ernst Mach	Ernst Mach
Alfred Schütz	Alfred Schütz
Oskar Morgenstern	Oskar Morgenstern
Paul Lazarsfeld	Paul Lazarsfeld
Grand Theft Auto 2	Grand Theft Auto 2
Rose Marie	Rose Marie
Weierstrassfall	Fonction de Weierstrass
Grand Theft Auto: Vice City	Grand Theft Auto: Vice City
Sólblómaolía	Huile de tournesol
Friðrik 7. Danakonungur	Frédéric VII de Danemark
James Caan	James Caan
Olivia de Havilland	Olivia de Havilland
Joan Fontaine	Joan Fontaine
James L. Brooks	James L. Brooks
Svepprót	Mycorhize
F-16 Fighting Falcon	General Dynamics F-16 Fighting Falcon
Beint líknardráp	Euthanasie
Orkneyjar	Orcades
Cluj-Napoca	Cluj-Napoca
Öglir	Archaeopteryx
Rachel Carson	Rachel Carson
Pund (mælieining)	Livre (unité de masse)
Blóðflaga	Thrombocyte
Bahá'u'lláh	Mirza Husayn Ali Nuri
Yasuo Fukuda	Yasuo Fukuda
Upphafsstafaheiti	Acronymie
Innósentíus 10.	Innocent X
Frumdýr	Protozoaire
Innósentíus 11.	Innocent XI
Alexander 8.	Alexandre VIII
Tímabil sýnilegs lífs	Phanérozoïque
Lillehammer	Lillehammer
Ættarnafn	Nom de famille
Homo erectus	Homo erectus
Hæfimenn	Homo habilis
Hinrik 1. Englandskonungur	Henri Ier Beauclerc
Massatala	Nombre de masse
Svínaflensufaraldurinn 2009	Grippe A (H1N1) de 2009
Rastafari	Mouvement rastafari
Predore	Predore
Estri	Ester
Wieluń	Wieluń
Þeba (Egyptalandi)	Thèbes (Égypte)
Ólympsguðir	Divinités olympiennes
Mary Wollstonecraft	Mary Wollstonecraft
Sterkeind	Hadron
Ryksuga	Aspirateur
Altari	Autel (religion)
Benoît Mandelbrot	Benoît Mandelbrot
Villa d'Adda	Villa d'Adda
Rennilás	Fermeture Éclair
Fáni Gabon	Drapeau du Gabon
Snjóhús	Igloo
Lota (lotukerfið)	Période du tableau périodique
Kalvínismi	Calvinisme
Gregor 8.	Grégoire VIII
Ólígósentímabilið	Oligocène
Apeldoorn	Apeldoorn
Húgenottar	Huguenot
Möttull	Manteau (géologie)
Tilraun	Méthode expérimentale
Varta	Verrue
Lífbelti	Biome
Vilhjálmur 2. Englandskonungur	Guillaume le Roux
Ronald Ross	Ronald Ross
Venus	Vénus
Gorgónurnar	Gorgones
Siglingafræði	Navigation
Tove Jansson	Tove Jansson
Pascal	Pascal
Báxít	Bauxite
Margrét Þórhildur	Margrethe II
Hinrik 2. Englandskonungur	Henri II (roi d'Angleterre)
Staðalaðstæður	Conditions normales de température et de pression
Flúorít	Fluorine
Kjarneind	Nucléon
Limburgíska	Limbourgeois
Alþjóða skáksambandið	Fédération internationale des échecs
Ferskvatn	Eau douce
Kvikefni	Fluide (matière)
Harry Potter og Fönixreglan (kvikmynd)	Harry Potter et l'Ordre du phénix (film)
Harry Potter og leyniklefinn (kvikmynd)	Harry Potter et la Chambre des secrets (film)
Buckminster Fuller	Richard Buckminster Fuller
Tvívetni	Deutérium
Kielce	Kielce
Snorri Sturluson	Snorri Sturluson
The Pussycat Dolls	The Pussycat Dolls
Oktoberfest	Oktoberfest
Nýlífsöld	Cénozoïque
Harry Potter og viskusteinninn (kvikmynd)	Harry Potter à l'école des sorciers (film)
Apar	Hominoidea
Evangelista Torricelli	Evangelista Torricelli
Prestakall	Paroisse
Atlas	Atlas
Robert Falcon Scott	Robert Falcon Scott
Tvíhljóð	Diphtongue
Undirfylki	Compagnie (militaire)
Bekerel	Becquerel
Mikhail Tal	Mikhaïl Tal
Gazprom	Gazprom
Númidía	Numidie
Dennis Hopper	Dennis Hopper
Sambuca Pistoiese	Sambuca Pistoiese
Miðeind	Méson
Dr. No (kvikmynd)	James Bond 007 contre Dr No
Vítissódi	Hydroxyde de sodium
Skammstöfun	Abréviation
Málmgrýti	Minerai (roche)
Reiptog	Tir à la corde
Boethíus	Boèce
Harriet Tubman	Harriet Tubman
Piktar	Pictes
Andrómeda	Andromède
Eldfjallafræði	Volcanologie
Evrópukeppnin í knattspyrnu 2004	Championnat d'Europe de football 2004
Fáni Malaví	Drapeau du Malawi
Júlíus 1.	Jules Ier
Michel Houellebecq	Michel Houellebecq
Fræfill	Étamine
Háræð	Capillaire sanguin
Ábóti	Abbé
Heilkenni alvarlegrar bráðrar lungnabólgu	Syndrome respiratoire aigu sévère lié au coronavirus
Greinir	Article (grammaire)
Samvægi	Homéostasie
Hematít	Hématite
Sívert	Sievert
Bændaánauð	Servage
Íó	Io
V for Vendetta	V pour Vendetta
2001: Geimævintýraferð	2001, l'Odyssée de l'espace
Bar (þrýstingur)	Bar (unité)
Germaine Greer	Germaine Greer
Skákbyrjun	Ouverture (échecs)
Fákeppni	Oligopole
Rovaniemi	Rovaniemi
Hafnarfjörður	Hafnarfjörður
Ravi Shankar	Ravi Shankar (musicien)
Tökuorð	Emprunt lexical
Frumbyggjar	Peuple autochtone
Blóðfræði	Hématologie
Peter O'Toole	Peter O'Toole
Alec Guinness	Alec Guinness
Forkambríum	Précambrien
Neógentímabilið	Néogène
Kiefer Sutherland	Kiefer Sutherland
Buster Keaton	Buster Keaton
Semíramis	Sémiramis
Klíó	Clio
Kallíópa	Calliope
Sólmiðjukenningin	Héliocentrisme
Lauren Bacall	Lauren Bacall
Fána	Faune (biologie)
Svipfar	Phénotype
Steve Buscemi	Steve Buscemi
